date,year,latitude,longitude,T_mean,T_max,T_min,RH2M,WS2M,Rs,precipitation,ETo_hargreaves
2024-03-15,2024,15.0,74.5,27.08,35.72,20.45,56.91,0.45,24.36,0.0,4.00901471059558
2024-03-16,2024,15.0,74.5,26.96,35.19,20.54,52.84,0.51,23.75,0.0,3.8182160886018046
2024-03-17,2024,15.0,74.5,27.41,36.35,20.94,53.55,0.44,22.86,0.0,3.807150555793663
2024-03-18,2024,15.0,74.5,27.54,35.56,21.85,50.28,0.53,23.44,0.0,3.6927155025339387
2024-03-19,2024,15.0,74.5,28.27,36.75,21.32,50.06,0.42,24.84,0.0,4.218332081528981
2024-03-20,2024,15.0,74.5,28.99,38.72,21.0,48.7,0.4,25.06,0.0,4.631844488022367
2024-03-21,2024,15.0,74.5,28.59,35.44,23.57,59.08,0.49,21.65,0.02,3.247099761637159
2024-03-22,2024,15.0,74.5,29.03,35.6,24.38,65.8,0.3,20.09,0.79,2.9572532795945854
2024-03-23,2024,15.0,74.5,28.97,37.01,22.96,60.36,0.37,20.1,0.16,3.3066603556977214
2024-03-24,2024,15.0,74.5,29.53,38.06,22.86,48.2,0.43,21.77,0.0,3.7696820930964394
2024-03-25,2024,15.0,74.5,29.81,37.44,24.19,50.09,0.37,22.32,0.03,3.6298469189908893
2024-03-26,2024,15.0,74.5,28.84,35.48,24.41,60.47,0.34,21.88,0.08,3.186160644857042
2024-03-27,2024,15.0,74.5,29.73,37.41,24.06,59.07,0.37,22.54,0.05,3.673248906333137
2024-03-28,2024,15.0,74.5,29.52,36.47,23.97,63.68,0.36,21.74,0.02,3.4130863923412114
2024-03-29,2024,15.0,74.5,29.59,37.04,24.83,64.06,0.37,21.53,0.05,3.345619675865465
2024-03-30,2024,15.0,74.5,29.73,36.84,24.54,62.61,0.33,22.8,0.01,3.5665081117086634
2024-03-31,2024,15.0,74.5,29.92,37.11,24.66,60.33,0.35,23.13,0.03,3.6546748331416907
2024-04-01,2024,15.0,74.5,29.82,37.28,24.3,61.25,0.4,23.87,0.01,3.8429714267852377
2024-04-02,2024,15.0,74.5,29.77,37.64,24.32,56.68,0.41,23.47,0.0,3.8237223763939516
2024-04-03,2024,15.0,74.5,29.49,36.71,24.01,54.05,0.39,23.62,0.0,3.7354167930323365
2024-04-04,2024,15.0,74.5,30.18,38.83,24.67,52.52,0.39,23.67,0.0,4.010311681850522
2024-04-05,2024,15.0,74.5,30.36,38.95,24.81,55.19,0.38,24.38,0.0,4.143171240223484
2024-04-06,2024,15.0,74.5,30.75,39.4,24.65,54.11,0.35,22.25,0.0,3.89316902016836
2024-04-07,2024,15.0,74.5,29.81,36.63,24.67,59.44,0.41,23.44,0.01,3.621674187105836
2024-04-08,2024,15.0,74.5,30.77,39.0,24.71,45.19,0.37,25.13,0.0,4.3297687895625
2024-04-09,2024,15.0,74.5,29.98,37.25,24.39,51.72,0.39,24.81,0.0,3.989159425397024
2024-04-10,2024,15.0,74.5,30.51,37.63,25.45,53.74,0.33,23.13,0.03,3.6595215884290164
2024-04-11,2024,15.0,74.5,30.34,36.88,25.07,54.66,0.38,21.97,0.04,3.4107437404957897
2024-04-12,2024,15.0,74.5,30.23,37.21,25.47,52.85,0.38,21.46,1.28,3.3140904086440948
2024-04-13,2024,15.0,74.5,29.71,37.55,23.91,62.09,0.35,23.21,1.9,3.8216891130092048
2024-04-14,2024,15.0,74.5,30.44,38.36,24.16,55.85,0.34,23.57,0.05,4.020675772219999
2024-04-15,2024,15.0,74.5,31.0,38.6,25.03,54.57,0.32,25.02,0.06,4.220705500112163
2024-04-16,2024,15.0,74.5,30.63,37.43,25.1,63.65,0.32,24.5,0.15,3.909759925283418
2024-04-17,2024,15.0,74.5,29.85,34.69,26.11,68.09,0.33,18.05,0.0,2.3641321783869653
2024-04-18,2024,15.0,74.5,29.6,35.02,26.05,70.63,0.32,17.57,0.0,2.34063838978709
2024-04-19,2024,15.0,74.5,29.33,34.27,26.47,66.67,0.28,16.1,0.06,1.9886511983293649
2024-04-20,2024,15.0,74.5,28.81,33.87,25.49,72.77,0.27,6.12,22.92,0.7748908513855368
2024-04-21,2024,15.0,74.5,29.15,35.74,24.77,73.84,0.34,21.0,1.88,3.064405296010139
2024-04-22,2024,15.0,74.5,29.53,35.91,24.84,68.61,0.33,20.41,0.33,3.016069318518247
2024-04-23,2024,15.0,74.5,30.1,37.87,24.63,65.61,0.31,23.3,0.07,3.8108637886289065
2024-04-24,2024,15.0,74.5,29.94,36.52,25.26,65.48,0.33,23.94,0.12,3.5988500784077866
2024-04-25,2024,15.0,74.5,30.43,38.05,24.65,63.09,0.33,25.1,0.07,4.158449020202392
2024-04-26,2024,15.0,74.5,30.21,37.39,25.17,65.03,0.35,24.29,0.17,3.8254525798315435
2024-04-27,2024,15.0,74.5,30.85,38.96,25.1,62.8,0.33,25.29,0.12,4.298345174847744
2024-04-28,2024,15.0,74.5,30.19,37.43,25.73,68.8,0.32,24.82,0.18,3.823256689459843
2024-04-29,2024,15.0,74.5,30.53,36.94,26.02,66.16,0.3,22.78,0.13,3.4140496537039153
2024-04-30,2024,15.0,74.5,30.97,38.83,25.95,62.49,0.32,23.3,0.03,3.8269660300269273
2024-05-01,2024,15.0,74.5,30.31,37.45,25.69,60.73,0.37,23.58,0.01,3.650655211304366
2024-05-02,2024,15.0,74.5,30.12,37.49,24.43,57.03,0.4,27.0,0.0,4.387732685468048
2024-05-03,2024,15.0,74.5,29.66,37.16,23.53,58.3,0.44,27.56,0.0,4.53150928446205
2024-05-04,2024,15.0,74.5,29.12,36.78,23.58,62.42,0.44,27.29,0.0,4.3655252431748925
2024-05-05,2024,15.0,74.5,29.36,37.17,22.74,66.56,0.43,24.94,0.0,4.192677040325213
2024-05-06,2024,15.0,74.5,30.15,37.25,25.13,66.3,0.4,25.56,0.34,4.003951147819879
2024-05-07,2024,15.0,74.5,30.4,38.13,25.06,61.69,0.38,24.8,0.1,4.05531423352941
2024-05-08,2024,15.0,74.5,30.29,38.33,24.46,58.24,0.34,26.57,0.03,4.465525370622107
2024-05-09,2024,15.0,74.5,30.24,37.76,24.97,60.45,0.38,26.54,0.54,4.278851246794358
2024-05-10,2024,15.0,74.5,29.85,37.04,24.15,63.9,0.41,23.84,1.36,3.827221642164486
2024-05-11,2024,15.0,74.5,30.09,37.12,25.35,65.58,0.36,19.58,3.76,3.018795924741661
2024-05-12,2024,15.0,74.5,29.61,36.15,25.07,73.29,0.35,21.38,6.71,3.1661795207298464
2024-05-13,2024,15.0,74.5,30.22,37.04,25.6,70.3,0.27,23.15,5.96,3.5283703378315785
2024-05-14,2024,15.0,74.5,29.24,34.32,25.75,73.39,0.26,22.38,8.21,2.892050054756967
2024-05-15,2024,15.0,74.5,28.57,33.14,25.45,76.95,0.32,23.52,7.93,2.838086202237864
2024-05-16,2024,15.0,74.5,29.83,36.1,24.98,72.0,0.29,16.65,6.71,2.4816196086515356
2024-05-17,2024,15.0,74.5,29.37,35.49,25.28,73.68,0.32,20.71,6.33,2.92918529534208
2024-05-18,2024,15.0,74.5,29.27,34.85,25.54,73.65,0.36,20.23,4.17,2.726483794354363
2024-05-19,2024,15.0,74.5,28.13,32.14,25.68,79.08,0.37,17.38,6.49,1.9039278018374355
2024-05-20,2024,15.0,74.5,28.46,34.29,25.3,79.63,0.27,18.63,9.52,2.424858094714085
2024-05-21,2024,15.0,74.5,28.59,34.18,25.44,81.29,0.37,18.42,6.06,2.370596909062642
2024-05-22,2024,15.0,74.5,29.74,36.5,25.7,76.66,0.38,19.34,2.42,2.8354077624735257
2024-05-23,2024,15.0,74.5,29.48,35.38,26.15,79.09,0.35,15.15,4.83,2.0421091456586837
2024-05-24,2024,15.0,74.5,27.66,31.12,25.21,82.63,0.51,15.69,3.9,1.6271744433017776
2024-05-25,2024,15.0,74.5,27.73,30.97,25.72,79.87,0.54,8.1,1.19,0.7929582465162132
2024-05-26,2024,15.0,74.5,28.28,32.9,25.04,79.35,0.55,13.74,1.75,1.665706480046109
2024-05-27,2024,15.0,74.5,28.54,32.64,25.91,77.97,0.53,14.62,0.19,1.6492972441163474
2024-05-28,2024,15.0,74.5,28.68,32.81,25.8,77.04,0.56,18.71,0.49,2.1606624029768873
2024-05-29,2024,15.0,74.5,28.72,32.57,26.31,77.72,0.6,22.74,1.6,2.483735427931071
2024-05-30,2024,15.0,74.5,29.18,34.59,25.81,78.09,0.57,25.18,2.2,3.2893038644808668
2024-05-31,2024,15.0,74.5,29.23,34.05,26.28,78.9,0.57,24.46,1.33,3.0090537115291056
2024-06-01,2024,15.0,74.5,29.22,33.6,26.33,76.77,0.44,18.73,1.32,2.228309986828106
2024-06-02,2024,15.0,74.5,28.88,33.89,25.53,73.43,0.46,19.57,2.6,2.4786363293567795
2024-06-03,2024,15.0,74.5,27.65,31.67,25.15,79.16,0.35,15.4,4.38,1.6771287558566212
2024-06-04,2024,15.0,74.5,27.88,32.32,25.3,81.59,0.4,11.99,4.23,1.3617639518802556
2024-06-05,2024,15.0,74.5,28.25,33.36,25.31,77.17,0.38,17.94,6.5,2.1995711387333157
2024-06-06,2024,15.0,74.5,27.55,32.28,24.81,83.3,0.48,15.41,29.74,1.7923723271899137
2024-06-07,2024,15.0,74.5,25.91,27.72,24.7,90.61,0.79,11.79,58.87,0.8404000743789118
2024-06-08,2024,15.0,74.5,25.21,27.61,23.78,90.56,0.6,9.21,183.89,0.7274722958511436
2024-06-09,2024,15.0,74.5,25.04,26.74,23.42,92.6,0.63,5.48,27.13,0.40140895934740844
2024-06-10,2024,15.0,74.5,25.4,27.93,23.62,87.13,0.65,13.82,24.48,1.1631036645378978
2024-06-11,2024,15.0,74.5,25.88,29.81,23.34,84.78,0.58,13.6,19.39,1.4179524831909205
2024-06-12,2024,15.0,74.5,25.08,28.04,22.92,86.79,0.56,12.95,12.22,1.179091543770732
2024-06-13,2024,15.0,74.5,25.25,28.38,23.32,86.14,0.52,13.68,18.99,1.2431470699742286
2024-06-14,2024,15.0,74.5,26.41,30.01,23.62,87.75,0.43,15.4,16.99,1.6150265413749103
2024-06-15,2024,15.0,74.5,26.2,29.07,24.58,89.89,0.51,19.45,8.5,1.701701774600963
2024-06-16,2024,15.0,74.5,26.33,29.88,24.2,87.01,0.47,13.14,22.76,1.2968551160013222
2024-06-17,2024,15.0,74.5,26.29,30.36,23.52,84.67,0.47,18.18,14.6,1.9672068486053875
2024-06-18,2024,15.0,74.5,26.28,30.27,23.76,84.27,0.48,20.5,5.64,2.163584892627289
2024-06-19,2024,15.0,74.5,26.3,29.86,23.83,86.5,0.52,17.16,12.81,1.7438235087545015
2024-06-20,2024,15.0,74.5,26.6,29.85,24.6,87.82,0.62,15.91,11.98,1.5188706867322295
2024-06-21,2024,15.0,74.5,26.7,28.92,25.25,90.34,0.65,12.26,21.39,0.9807797995420446
2024-06-22,2024,15.0,74.5,26.03,28.77,23.84,87.73,0.58,16.17,18.1,1.476702293205291
2024-06-23,2024,15.0,74.5,25.38,29.07,23.53,85.96,0.54,15.6,3.61,1.4878190593186083
2024-06-24,2024,15.0,74.5,25.54,28.96,23.55,85.5,0.75,13.98,15.52,1.3224605027621605
2024-06-25,2024,15.0,74.5,25.39,27.91,23.59,83.27,0.85,11.57,19.18,0.9746449469120837
2024-06-26,2024,15.0,74.5,24.65,26.31,23.3,89.7,0.89,12.77,79.76,0.8825510556301919
2024-06-27,2024,15.0,74.5,24.08,26.43,22.4,87.37,0.8,10.86,30.44,0.8567951914042877
2024-06-28,2024,15.0,74.5,25.39,28.43,23.12,87.31,0.63,13.99,8.75,1.3065805177297711
2024-06-29,2024,15.0,74.5,26.2,28.85,24.38,89.76,0.63,14.26,33.66,1.2448412261559718
2024-06-30,2024,15.0,74.5,26.16,28.4,24.72,91.83,0.68,13.13,39.1,1.0390449077956632
2024-07-01,2024,15.0,74.5,25.74,27.36,24.27,92.5,0.83,14.92,39.0,1.0715797220087855
2024-07-02,2024,15.0,74.5,25.98,28.35,24.08,92.1,0.62,14.28,24.85,1.2122882652728522
2024-07-03,2024,15.0,74.5,26.23,28.63,24.84,90.73,0.63,8.21,18.22,0.6603884160848454
2024-07-04,2024,15.0,74.5,25.66,27.54,24.4,93.06,0.73,9.06,29.3,0.6547428173091715
2024-07-05,2024,15.0,74.5,25.62,27.5,24.03,92.53,0.7,8.46,38.29,0.6421151528429263
2024-07-06,2024,15.0,74.5,25.51,27.18,24.52,94.01,0.72,10.34,69.3,0.6853896468509085
2024-07-07,2024,15.0,74.5,24.9,27.0,23.5,92.32,0.76,5.84,39.13,0.4377868813403907
2024-07-08,2024,15.0,74.5,24.44,26.18,23.23,94.99,0.64,9.96,83.64,0.6780820609917414
2024-07-09,2024,15.0,74.5,24.77,26.5,23.32,94.05,0.56,12.68,84.19,0.9032843020890401
2024-07-10,2024,15.0,74.5,25.04,27.6,23.0,93.29,0.6,14.45,30.8,1.2459029788729976
2024-07-11,2024,15.0,74.5,25.02,27.39,23.24,91.21,0.57,16.51,11.4,1.3514680520738254
2024-07-12,2024,15.0,74.5,25.2,27.63,22.68,94.45,0.69,9.71,49.67,0.8717225569473366
2024-07-13,2024,15.0,74.5,24.98,26.04,24.01,95.02,0.73,9.93,31.45,0.5679708497805578
2024-07-14,2024,15.0,74.5,24.91,26.17,23.43,95.98,0.82,8.64,112.91,0.573200544696422
2024-07-15,2024,15.0,74.5,25.54,26.92,24.71,96.03,0.87,10.3,133.47,0.6227450263170543
2024-07-16,2024,15.0,74.5,25.3,26.14,24.63,96.43,0.82,10.77,116.14,0.535265739032176
2024-07-17,2024,15.0,74.5,25.26,26.11,24.81,96.61,0.8,8.65,73.04,0.3985197123859179
2024-07-18,2024,15.0,74.5,25.27,26.52,24.54,95.42,0.87,7.33,57.55,0.4168688465556423
2024-07-19,2024,15.0,74.5,24.89,25.92,24.31,96.42,0.83,7.4,68.56,0.37614804734612656
2024-07-20,2024,15.0,74.5,24.72,25.71,24.04,96.52,0.77,6.58,59.96,0.3392855660073736
2024-07-21,2024,15.0,74.5,24.82,26.31,23.62,95.74,0.76,6.99,44.2,0.4585162799659335
2024-07-22,2024,15.0,74.5,24.9,26.77,23.77,93.76,0.77,10.93,28.54,0.7585717471210794
2024-07-23,2024,15.0,74.5,24.9,26.63,23.76,93.84,0.83,7.14,48.27,0.4846799275236933
2024-07-24,2024,15.0,74.5,25.36,26.72,24.51,94.19,0.8,9.0,55.1,0.541886187836516
2024-07-25,2024,15.0,74.5,24.95,25.7,24.41,95.34,0.9,9.42,34.25,0.42921004372302707
2024-07-26,2024,15.0,74.5,25.17,26.18,24.56,95.06,0.84,9.69,23.7,0.49731852524155973
2024-07-27,2024,15.0,74.5,25.14,26.64,24.02,93.65,0.77,8.43,21.36,0.5498297812606496
2024-07-28,2024,15.0,74.5,24.91,26.67,23.64,93.09,0.79,9.59,16.07,0.6690483314686504
2024-07-29,2024,15.0,74.5,25.43,27.12,24.26,93.7,0.8,9.54,26.53,0.6544924271926565
2024-07-30,2024,15.0,74.5,25.31,26.8,24.59,94.56,0.69,12.24,41.5,0.7361114559402182
2024-07-31,2024,15.0,74.5,25.22,26.48,24.41,96.03,0.6,11.04,49.66,0.6412282557089891
2024-08-01,2024,15.0,74.5,24.65,25.76,23.94,96.0,0.63,8.28,76.96,0.44497101715481263
2024-08-02,2024,15.0,74.5,24.57,26.0,23.54,95.29,0.63,7.34,44.29,0.45773073693017424
2024-08-03,2024,15.0,74.5,24.74,26.44,23.72,94.29,0.64,7.15,28.83,0.4707344454774298
2024-08-04,2024,15.0,74.5,24.69,26.18,23.7,94.52,0.68,11.93,27.43,0.7491020995266982
2024-08-05,2024,15.0,74.5,24.83,27.06,23.46,93.63,0.49,14.18,15.64,1.0762937367045664
2024-08-06,2024,15.0,74.5,24.65,26.92,23.5,93.25,0.5,13.3,26.92,0.979784100595944
2024-08-07,2024,15.0,74.5,24.65,26.94,23.47,94.57,0.5,7.73,29.49,0.5736010332884386
2024-08-08,2024,15.0,74.5,24.86,27.46,23.14,92.61,0.5,10.16,33.01,0.8453653279369944
2024-08-09,2024,15.0,74.5,24.88,27.52,23.29,92.75,0.48,13.22,14.45,1.0889653189627257
2024-08-10,2024,15.0,74.5,25.32,28.35,23.43,91.62,0.5,16.56,14.07,1.486310805458475
2024-08-11,2024,15.0,74.5,25.24,28.23,23.42,92.48,0.49,15.46,9.01,1.369437731244426
2024-08-12,2024,15.0,74.5,25.69,29.31,23.3,90.26,0.46,19.93,2.12,1.9939852503232
2024-08-13,2024,15.0,74.5,26.07,29.69,23.62,90.21,0.46,22.31,1.96,2.2628176070202835
2024-08-14,2024,15.0,74.5,26.44,30.15,24.04,89.8,0.53,17.16,1.96,1.7609255953183847
2024-08-15,2024,15.0,74.5,25.94,28.91,24.27,92.42,0.57,13.22,7.77,1.1688458070016474
2024-08-16,2024,15.0,74.5,25.88,28.41,24.23,92.94,0.52,13.67,5.45,1.1455849097883102
2024-08-17,2024,15.0,74.5,26.41,29.93,24.06,90.8,0.52,14.08,8.33,1.4152404059514518
2024-08-18,2024,15.0,74.5,26.32,28.76,25.05,94.27,0.53,16.6,1.63,1.323788322453985
2024-08-19,2024,15.0,74.5,26.45,29.52,24.63,92.07,0.36,11.29,19.14,1.0366917576322292
2024-08-20,2024,15.0,74.5,26.28,28.96,24.0,92.73,0.31,15.93,20.32,1.4675273336012489
2024-08-21,2024,15.0,74.5,26.48,30.5,23.51,88.61,0.45,16.63,7.51,1.8269491025850078
2024-08-22,2024,15.0,74.5,25.07,27.09,23.6,94.41,0.83,12.76,9.5,0.9589696674126956
2024-08-23,2024,15.0,74.5,25.76,28.38,24.29,91.69,0.66,13.47,14.36,1.1135381994665694
2024-08-24,2024,15.0,74.5,24.93,26.57,24.2,95.16,0.59,4.92,61.6,0.3037107523970115
2024-08-25,2024,15.0,74.5,24.73,25.67,24.13,96.4,0.64,10.8,45.53,0.534893718400441
2024-08-26,2024,15.0,74.5,25.05,26.55,24.23,94.19,0.68,13.42,27.1,0.8219309489223454
2024-08-27,2024,15.0,74.5,25.04,26.79,24.08,92.9,0.67,12.25,24.26,0.8106963083883113
2024-08-28,2024,15.0,74.5,25.13,27.18,24.04,92.73,0.69,13.78,24.07,0.9837005839446386
2024-08-29,2024,15.0,74.5,25.22,27.73,23.97,91.99,0.65,16.04,10.64,1.2556155674875975
2024-08-30,2024,15.0,74.5,25.1,27.05,24.05,93.86,0.54,14.46,7.54,1.0082638853136263
2024-08-31,2024,15.0,74.5,24.96,27.09,23.95,93.06,0.61,10.91,12.59,0.7757383646056745
2024-09-01,2024,15.0,74.5,24.87,26.96,23.89,92.88,0.67,7.38,13.42,0.5177691750675137
2024-09-02,2024,15.0,74.5,25.24,27.6,23.94,92.19,0.65,12.29,15.47,0.949626198115889
2024-09-03,2024,15.0,74.5,25.23,27.79,23.84,92.12,0.61,10.81,11.8,0.8675281720812005
2024-09-04,2024,15.0,74.5,25.09,27.74,23.71,91.71,0.63,14.36,15.42,1.160248480495833
2024-09-05,2024,15.0,74.5,25.2,27.83,23.71,91.48,0.65,14.65,12.69,1.1998934632315528
2024-09-06,2024,15.0,74.5,25.13,28.12,23.42,91.03,0.61,15.27,5.47,1.3336345976942579
2024-09-07,2024,15.0,74.5,25.13,28.02,23.53,92.08,0.56,14.81,12.07,1.2642329830444055
2024-09-08,2024,15.0,74.5,25.22,27.66,23.71,92.97,0.53,12.11,20.46,0.971630403870547
2024-09-09,2024,15.0,74.5,25.09,26.92,24.06,94.39,0.57,15.7,34.84,1.0686284060442173
2024-09-10,2024,15.0,74.5,24.8,26.21,23.94,95.34,0.53,15.85,12.2,0.954640364329832
2024-09-11,2024,15.0,74.5,25.2,28.09,23.52,90.3,0.61,14.17,8.43,1.222318556394335
2024-09-12,2024,15.0,74.5,25.05,28.22,23.01,89.63,0.54,19.68,4.54,1.8062704668194542
2024-09-13,2024,15.0,74.5,24.89,28.21,22.89,89.98,0.47,17.34,4.7,1.602208617255847
2024-09-14,2024,15.0,74.5,24.95,28.58,22.53,89.51,0.49,19.94,5.62,1.9675553544303699
2024-09-15,2024,15.0,74.5,24.82,28.32,22.54,89.85,0.51,19.5,7.94,1.8749944003863603
2024-09-16,2024,15.0,74.5,25.02,28.39,22.92,90.5,0.58,17.18,12.4,1.6145499470953575
2024-09-17,2024,15.0,74.5,25.01,28.69,22.62,88.82,0.5,20.18,6.28,1.9973249833913387
2024-09-18,2024,15.0,74.5,24.4,28.51,21.57,88.33,0.44,21.04,3.93,2.1949565153267603
2024-09-19,2024,15.0,74.5,24.78,28.75,22.51,86.06,0.38,20.93,1.65,2.089080519789097
2024-09-20,2024,15.0,74.5,25.19,29.38,22.47,85.99,0.41,19.74,0.65,2.093348888880603
2024-09-21,2024,15.0,74.5,25.13,28.98,22.91,88.69,0.37,17.2,8.06,1.7071499907006422
2024-09-22,2024,15.0,74.5,24.39,25.68,23.11,96.18,0.46,12.29,15.19,0.7800383752601543
2024-09-23,2024,15.0,74.5,25.5,28.63,23.99,91.83,0.55,13.1,28.61,1.1465848033136676
2024-09-24,2024,15.0,74.5,24.84,26.22,24.08,96.28,0.57,7.96,73.82,0.4659348011248753
2024-09-25,2024,15.0,74.5,24.64,26.96,23.35,93.16,0.51,9.83,20.91,0.7438245241919998
2024-09-26,2024,15.0,74.5,24.41,27.16,22.94,91.02,0.58,11.71,12.77,0.9528323021292595
2024-09-27,2024,15.0,74.5,24.91,28.07,22.97,90.76,0.42,13.39,4.73,1.2119459049803953
2024-09-28,2024,15.0,74.5,25.4,29.06,23.24,89.98,0.4,16.27,0.72,1.591185421762966
2024-09-29,2024,15.0,74.5,25.88,29.91,23.19,88.12,0.37,20.67,2.77,2.196320635289242
2024-09-30,2024,15.0,74.5,26.26,30.15,23.55,90.01,0.34,18.82,2.8,1.9990519424996247
2024-10-01,2024,15.0,74.5,26.67,31.09,23.53,88.46,0.29,19.44,1.49,2.2305516644194787
2024-10-02,2024,15.0,74.5,26.5,29.76,24.63,88.45,0.34,18.02,1.9,1.6967005261991044
2024-10-03,2024,15.0,74.5,25.94,29.17,23.72,88.82,0.35,16.09,8.31,1.541775261897907
2024-10-04,2024,15.0,74.5,25.58,28.64,23.96,90.02,0.35,18.48,5.64,1.6274304597964393
2024-10-05,2024,15.0,74.5,25.7,29.58,23.39,89.62,0.36,18.23,27.96,1.8514383241127892
2024-10-06,2024,15.0,74.5,26.09,29.61,23.86,89.45,0.27,17.59,22.03,1.7372140844941724
2024-10-07,2024,15.0,74.5,25.74,28.8,22.97,89.92,0.3,18.56,7.99,1.8310013861192949
2024-10-08,2024,15.0,74.5,25.67,28.68,23.54,90.89,0.24,15.91,25.45,1.4713953473565355
2024-10-09,2024,15.0,74.5,25.55,28.59,23.51,92.61,0.38,11.11,40.69,1.018645371063737
2024-10-10,2024,15.0,74.5,25.73,28.85,23.88,91.65,0.43,14.29,7.57,1.3013289440117306
2024-10-11,2024,15.0,74.5,25.59,28.87,23.85,92.89,0.45,15.47,8.03,1.411301559747352
2024-10-12,2024,15.0,74.5,25.4,28.86,23.19,91.57,0.35,14.61,11.35,1.4103064472596256
2024-10-13,2024,15.0,74.5,26.21,29.7,24.09,89.16,0.35,16.64,5.19,1.6276990883955433
2024-10-14,2024,15.0,74.5,26.13,29.68,23.82,89.25,0.29,16.16,5.75,1.6126471998499952
2024-10-15,2024,15.0,74.5,25.29,28.26,23.25,91.79,0.35,10.91,14.66,0.9874340674215915
2024-10-16,2024,15.0,74.5,25.24,27.64,23.41,93.16,0.41,10.95,18.57,0.9095876700607429
2024-10-17,2024,15.0,74.5,25.31,28.94,22.8,91.88,0.37,8.14,6.11,0.8159707903715762
2024-10-18,2024,15.0,74.5,24.66,25.69,23.68,95.7,0.44,10.65,24.72,0.6016108019377964
2024-10-19,2024,15.0,74.5,24.9,27.76,23.36,90.53,0.32,14.69,0.63,1.2347072781654422
2024-10-20,2024,15.0,74.5,24.5,26.47,22.98,93.99,0.34,15.12,27.31,1.1212252541677397
2024-10-21,2024,15.0,74.5,24.99,27.07,23.42,93.57,0.36,13.39,19.15,1.0272054024189767
2024-10-22,2024,15.0,74.5,26.07,30.13,22.45,87.14,0.31,14.78,2.49,1.6862061835538036
2024-10-23,2024,15.0,74.5,26.36,29.98,23.17,87.64,0.29,18.68,2.68,2.020074989472394
2024-10-24,2024,15.0,74.5,26.17,30.21,23.63,87.63,0.39,16.23,1.09,1.7178131831569559
2024-10-25,2024,15.0,74.5,25.56,29.58,22.67,88.17,0.38,18.33,0.49,1.9605537860702118
2024-10-26,2024,15.0,74.5,25.37,28.95,22.53,87.31,0.39,19.94,0.08,2.0467401818714253
2024-10-27,2024,15.0,74.5,25.17,28.88,22.61,86.54,0.32,19.57,0.03,1.9759590904391242
2024-10-28,2024,15.0,74.5,24.73,28.48,21.71,90.09,0.36,16.54,3.57,1.7175651573185975
2024-10-29,2024,15.0,74.5,25.26,28.94,22.93,90.18,0.41,16.03,5.28,1.5879352258185782
2024-10-30,2024,15.0,74.5,25.34,29.02,22.75,89.27,0.38,12.0,5.62,1.2164188915993674
2024-10-31,2024,15.0,74.5,25.69,29.79,22.37,89.55,0.33,15.24,4.36,1.694198630777541
2024-11-01,2024,15.0,74.5,25.84,29.23,24.0,89.91,0.31,16.54,11.79,1.5490273672598074
2024-11-02,2024,15.0,74.5,25.57,29.56,22.02,87.23,0.36,17.27,1.29,1.9299916575428344
2024-11-03,2024,15.0,74.5,25.78,29.71,22.29,86.78,0.37,17.77,0.39,1.9795414750840223
2024-11-04,2024,15.0,74.5,25.58,29.17,22.08,85.61,0.38,16.7,0.68,1.8101607155699875
2024-11-05,2024,15.0,74.5,25.48,28.97,22.4,86.24,0.38,18.25,0.73,1.899856525050802
2024-11-06,2024,15.0,74.5,24.32,28.28,20.51,82.45,0.49,19.71,0.41,2.171568309955193
2024-11-07,2024,15.0,74.5,23.66,28.74,18.88,83.55,0.44,19.48,0.0,2.379823270667682
2024-11-08,2024,15.0,74.5,23.92,28.75,18.88,83.52,0.48,19.64,0.0,2.41564081360971
2024-11-09,2024,15.0,74.5,24.54,28.81,20.58,84.09,0.46,17.5,0.0,1.9946964699053122
2024-11-10,2024,15.0,74.5,24.68,28.76,21.28,84.61,0.42,18.66,0.0,2.0343934341784595
2024-11-11,2024,15.0,74.5,23.4,27.77,19.78,83.02,0.46,17.27,0.0,1.8873434678810772
2024-11-12,2024,15.0,74.5,22.85,27.67,19.19,81.47,0.48,17.63,0.01,1.9583882170175628
2024-11-13,2024,15.0,74.5,24.84,29.29,20.51,85.46,0.42,16.65,0.1,1.974088828980829
2024-11-14,2024,15.0,74.5,25.91,29.4,23.13,87.85,0.39,15.82,3.14,1.6248342131695412
2024-11-15,2024,15.0,74.5,25.55,28.8,23.05,89.75,0.37,12.71,4.14,1.2398141076675777
2024-11-16,2024,15.0,74.5,25.96,29.33,23.85,87.46,0.39,16.34,0.4,1.570752081401602
2024-11-17,2024,15.0,74.5,25.27,29.12,22.29,86.1,0.41,15.94,0.04,1.6836877021533143
2024-11-18,2024,15.0,74.5,22.7,27.33,18.8,78.87,0.51,17.74,0.0,1.9691153305895792
2024-11-19,2024,15.0,74.5,22.69,28.01,17.97,80.5,0.49,16.33,0.0,1.966024008561617
2024-11-20,2024,15.0,74.5,22.14,27.49,17.01,81.57,0.5,18.3,0.0,2.2203824740581015
2024-11-21,2024,15.0,74.5,22.32,27.37,17.68,81.63,0.51,18.12,0.0,2.1235818524449868
2024-11-22,2024,15.0,74.5,22.21,27.09,17.67,83.43,0.48,17.33,0.0,1.9970114944297985
2024-11-23,2024,15.0,74.5,22.27,26.77,18.53,85.42,0.43,16.79,0.0,1.8122647515472996
