latitude,longitude,period_8day,T_mean,T_max,T_min,RH2M,WS2M,Rs,rainfall_8day_mm,ETo_8day_mm,period_start_date
15.5,76.0,55,31.14,39.29,21.57,31.955000000000002,1.97875,22.1875,0.64,31.70649925584141,2024-03-16
15.5,76.0,56,32.25375,41.17,22.94,26.27,2.645,23.915,0.0,35.681803191235815,2024-03-24
15.5,76.0,57,33.1175,42.03,22.65,26.82875,2.03625,23.80875,0.0,36.9980646762126,2024-04-01
15.5,76.0,58,32.9225,41.66,25.03,35.47125,2.75875,23.67125,5.67,34.731995575424286,2024-04-09
15.5,76.0,59,31.34125,40.4,23.21,49.7675,1.6712500000000001,19.82875,25.560000000000002,25.386288151573428,2024-04-17
15.5,76.0,60,32.95125,42.55,22.73,37.963750000000005,2.31875,25.64125,0.07,39.768049817419346,2024-04-25
15.5,76.0,61,33.185,43.43,23.1,39.661249999999995,2.8375,24.7825,6.85,38.842611422635926,2024-05-03
15.5,76.0,62,29.62375,39.65,23.73,62.63125,1.7974999999999999,21.09125,45.91,23.41824172181484,2024-05-11
15.5,76.0,63,29.2775,37.61,23.68,67.955,2.74375,18.87375,35.51,21.675530126459666,2024-05-19
15.5,76.0,64,29.11125,38.63,23.81,66.67999999999999,4.0475,21.365,17.799999999999997,24.857327525472236,2024-05-27
15.5,76.0,65,26.46625,33.53,22.01,75.93625,4.12125,16.255,49.72,14.917311850897896,2024-06-04
15.5,76.0,66,26.08625,33.75,21.21,74.0175,4.5325,19.56125,38.22,20.11682013846329,2024-06-12
15.5,76.0,67,25.8775,33.32,21.11,73.1875,5.7675,17.60875,14.36,17.110116475958865,2024-06-20
15.5,76.0,68,26.16375,31.99,21.42,74.76625,6.1899999999999995,16.51875,12.719999999999999,16.314593772334494,2024-06-28
15.5,76.0,69,25.52625,32.75,20.72,77.295,5.45625,16.65375,20.16,15.937750421809369,2024-07-06
15.5,76.0,70,25.68875,31.23,21.95,78.98125,6.81375,13.54,26.6,11.62629664681005,2024-07-14
15.5,76.0,71,25.84875,32.52,22.18,76.50874999999999,7.2775,12.4425,23.45,11.727403866979554,2024-07-22
15.5,76.0,72,25.728749999999998,32.24,21.78,79.2025,5.23,15.44125,16.55,14.490297672147747,2024-07-30
15.5,76.0,73,26.2875,32.75,22.11,77.8925,3.08625,18.4875,24.700000000000003,17.841439826031216,2024-08-07
15.5,76.0,74,26.995,32.01,22.32,79.11749999999999,1.71375,17.64875,67.86,16.46330099836703,2024-08-15
15.5,76.0,75,25.25625,30.08,21.88,81.5575,4.80875,16.22375,21.05,14.179772756956465,2024-08-23
15.5,76.0,76,25.12375,31.22,21.81,81.77875,4.59375,14.33375,31.37,12.908357419742938,2024-08-31
15.5,76.0,77,25.33125,32.24,20.56,78.4175,4.0425,19.26625,5.31,19.045829349438577,2024-09-08
15.5,76.0,78,25.64875,32.72,20.18,75.62375,2.73625,18.52875,48.7,19.26693949462279,2024-09-16
15.5,76.0,79,25.4425,32.72,21.27,81.99000000000001,2.60375,17.11,32.730000000000004,15.855088421385913,2024-09-24
15.5,76.0,80,25.62125,33.03,21.04,80.60249999999999,2.00375,17.833750000000002,38.03,16.46945697373306,2024-10-02
15.5,76.0,81,24.77,30.15,21.37,86.83375,2.31625,13.9475,82.13,11.719069295456906,2024-10-10
15.5,76.0,82,24.66125,29.74,18.98,84.36375,1.5725,16.25,49.190000000000005,14.310917575073066,2024-10-18
15.5,76.0,83,24.30875,29.83,18.08,79.55125,1.51875,18.1125,6.15,18.181696530201343,2024-10-26
15.5,76.0,84,23.595,29.66,16.92,79.0425,1.925,18.49125,0.0,18.24870874756281,2024-11-03
15.5,76.0,85,23.4725,30.69,15.33,77.55,2.34125,15.08375,2.97,14.921207659833165,2024-11-11
15.5,76.0,86,21.44875,29.67,14.42,73.7175,1.9875,16.7625,0.0,17.882373731562502,2024-11-19
15.5,76.0,87,23.63875,31.31,14.65,75.055,2.995,13.395,7.909999999999999,13.816611236162602,2024-11-27
15.5,76.0,88,25.01875,31.78,19.11,75.8625,1.8575000000000002,14.23,5.28,14.182337240107412,2024-12-05
15.5,76.0,89,22.665,32.12,13.87,70.84625,2.06125,15.72125,0.0,17.469618963720855,2024-12-13
15.5,76.0,90,24.6125,31.7,17.96,70.28375,2.2625,12.76,1.08,14.016550467245722,2024-12-21
15.5,76.0,91,23.686666666666667,32.23,17.12,60.23333333333333,2.73,18.846666666666668,0.0,8.24246657469004,2024-12-29
15.75,74.5,0,22.105,31.2,14.49,62.46125,1.96,16.92875,0.0,19.370784557552952,2023-01-01
15.75,74.5,1,21.19625,32.99,11.91,43.04875,1.49,20.21875,0.0,26.01637197319794,2023-01-09
15.75,74.5,2,22.115000000000002,33.06,12.85,49.205,1.305,20.25875,0.0,26.202328415154685,2023-01-17
15.75,74.5,3,23.915,33.31,14.36,50.73375,1.74,18.88,0.02,23.994390126649616,2023-01-25
15.75,74.5,4,25.06125,36.12,15.98,33.42125,2.07375,19.81125,0.0,26.723772387459274,2023-02-02
15.75,74.5,5,25.34625,36.93,14.72,18.5175,2.57625,23.70875,0.0,34.663112267182996,2023-02-10
15.75,74.5,6,26.39125,37.42,15.26,28.255,1.6375,23.545,0.0,34.4409365845159,2023-02-18
15.75,74.5,7,26.55375,36.76,17.01,26.31125,2.54875,22.99,0.0,32.312775892426714,2023-02-26
15.75,74.5,8,27.305,36.49,18.36,27.49,2.3625,22.89125,0.0,31.318865847888198,2023-03-06
15.75,74.5,9,25.7875,35.98,15.15,50.87,1.95625,22.52125,0.05,28.92892915418641,2023-03-14
15.75,74.5,10,26.07,38.06,16.69,49.332499999999996,2.3225,25.830000000000002,0.0,37.501655194496664,2023-03-22
15.75,74.5,11,26.50875,39.66,15.81,52.22125,2.24375,26.4225,0.52,39.11087369097046,2023-03-30
15.75,74.5,12,29.10875,38.69,21.63,42.25625,1.72125,23.07,7.0,30.568717563415845,2023-04-07
15.75,74.5,13,29.252499999999998,40.83,19.88,48.59625,1.96375,23.896250000000002,4.49,34.4722468332692,2023-04-15
15.75,74.5,14,28.07,38.26,18.13,53.175,2.0675,24.5425,1.4699999999999998,34.14240916171756,2023-04-23
15.75,74.5,15,27.62625,37.62,19.63,56.08625,2.555,23.98625,7.88,30.76857315153289,2023-05-01
15.75,74.5,16,28.36,37.24,21.64,63.8775,2.2512499999999998,22.25625,7.68,27.515642908072042,2023-05-09
15.75,74.5,17,29.43125,39.37,21.45,55.44375,2.35375,25.57625,15.3,36.543058406608466,2023-05-17
15.75,74.5,18,28.11375,38.07,22.06,62.94875,2.7725,22.31625,9.14,27.79131776365854,2023-05-25
15.75,74.5,19,28.00625,37.23,22.64,66.76125,3.1725,24.22875,4.720000000000001,28.459079874559595,2023-06-02
15.75,74.5,20,26.25625,32.28,22.54,76.85375,4.12875,21.06625,27.38,20.641450740591893,2023-06-10
15.75,74.5,21,25.98375,33.22,22.26,76.5275,3.63125,17.535,32.62,16.86582276506926,2023-06-18
15.75,74.5,22,24.05,29.76,20.87,85.77625,4.415,13.435,167.85,10.24588147554017,2023-06-26
15.75,74.5,23,23.5175,27.62,20.69,90.16,4.81,10.64125,133.74,7.17649751161609,2023-07-04
15.75,74.5,24,23.765,27.61,20.9,90.48125,4.53,11.219999999999999,168.84,7.3203388948015835,2023-07-12
15.75,74.5,25,22.88125,25.41,21.22,93.86875,5.27375,6.97625,347.06,3.657642955427708,2023-07-20
15.75,74.5,26,23.34125,26.92,21.17,91.25999999999999,4.95125,13.765,50.81,9.308580379913835,2023-07-28
15.75,74.5,27,23.41125,27.71,20.27,89.53625,3.355,16.15625,21.68,12.540247930296845,2023-08-05
15.75,74.5,28,22.99875,28.11,19.69,89.70875,3.06375,16.26875,19.97,12.433656769697897,2023-08-13
15.75,74.5,29,23.3625,27.94,19.4,88.79625,2.70375,18.2925,34.76,15.021558096221586,2023-08-21
15.75,74.5,30,23.27125,29.16,19.92,88.90125,2.2962499999999997,17.36625,46.81,13.839380845664163,2023-08-29
15.75,74.5,31,23.4825,28.09,20.46,89.4525,3.2025,17.34875,33.95,13.05490234801811,2023-09-06
15.75,74.5,32,23.8,28.05,20.39,89.2875,3.145,15.780000000000001,67.14,12.402996419558315,2023-09-14
15.75,74.5,33,23.13875,28.16,19.52,91.21000000000001,2.23375,14.1675,98.39,10.637154686067216,2023-09-22
15.75,74.5,34,23.32125,29.63,20.07,89.645,2.45,13.45,48.84,11.157300787216355,2023-09-30
15.75,74.5,35,24.545,30.1,19.11,81.455,1.4,18.08625,1.45,17.8234161144072,2023-10-08
15.75,74.5,36,24.155,30.73,17.48,76.2675,1.57,18.3475,0.8999999999999999,18.911895167086307,2023-10-16
15.75,74.5,37,23.085,30.72,15.16,72.6875,1.7125,18.72,5.75,20.48830861518513,2023-10-24
15.75,74.5,38,23.7375,30.54,19.53,81.9075,1.61125,13.8275,23.810000000000002,12.309223427577157,2023-11-01
15.75,74.5,39,23.05,29.76,15.91,75.61625000000001,1.88625,15.8825,5.22,15.716678748373969,2023-11-09
15.75,74.5,40,23.4325,30.48,16.01,72.86875,1.84125,16.2825,0.76,17.287805079055303,2023-11-17
15.75,74.5,41,24.0725,31.1,17.81,75.27125,1.65,15.723749999999999,4.82,16.381475532275132,2023-11-25
15.75,74.5,42,23.697499999999998,31.58,16.03,69.40125,1.7462499999999999,15.1225,0.0,16.725735967234346,2023-12-03
15.75,74.5,43,22.87125,31.8,14.75,60.27875,2.03625,15.815,0.0,17.92549543991641,2023-12-11
15.75,74.5,44,22.655,33.31,15.36,47.82,2.64,16.71125,0.0,19.85701646509491,2023-12-19
15.75,74.5,45,23.14,33.3,15.03,51.698750000000004,2.035,18.025,0.25,22.43357157456184,2023-12-27
15.75,74.5,46,23.478749999999998,33.55,15.41,60.51625,2.1125,13.9925,2.85,16.469378387685296,2024-01-04
15.75,74.5,47,23.23125,33.76,14.58,52.417500000000004,1.84875,18.22625,0.0,22.875362654709264,2024-01-12
15.75,74.5,48,23.075,34.07,12.67,52.525,1.7025,19.8075,0.0,25.76283330766513,2024-01-20
15.75,74.5,49,23.8825,35.21,13.53,49.7525,1.66375,20.52375,0.0,26.830504520593163,2024-01-28
15.75,74.5,50,26.58875,36.41,17.91,33.995,1.70625,21.13625,0.0,29.31173741587314,2024-02-05
15.75,74.5,51,26.09875,36.32,15.73,35.05625,1.78875,22.71875,0.0,31.77006326405181,2024-02-13
15.75,74.5,52,25.55625,36.96,14.15,44.6575,2.01875,23.36875,0.0,32.461404314792624,2024-02-21
15.75,74.5,53,26.545,37.35,16.16,45.426249999999996,2.2125,23.4675,0.0,33.0211317091275,2024-02-29
15.75,74.5,54,27.565,38.25,17.41,38.66375,2.04625,22.81625,0.0,33.42719265578618,2024-03-08
15.75,74.5,55,28.02,38.54,18.14,39.385,2.2824999999999998,22.72375,0.16999999999999998,33.086328666879915,2024-03-16
15.75,74.5,56,29.955,40.42,21.61,45.50125,1.8975,22.21375,0.08,33.06045734959352,2024-03-24
15.75,74.5,57,30.3375,41.86,20.93,39.33,2.09625,23.72875,0.0,36.33837616851588,2024-04-01
15.75,74.5,58,30.87375,41.1,21.39,41.14375,1.905,23.45875,5.319999999999999,34.66772678102569,2024-04-09
15.75,74.5,59,28.685,37.95,21.71,62.955,1.68375,18.31125,40.470000000000006,23.013012706870324,2024-04-17
15.75,74.5,60,29.677500000000002,40.75,20.47,57.10375,1.95125,24.52,1.2300000000000002,35.84850309316569,2024-04-25
15.75,74.5,61,29.14375,40.54,19.31,56.22875,2.565,25.8875,3.21,39.303060728754126,2024-05-03
15.75,74.5,62,28.66875,39.06,23.0,65.48125,1.49625,20.95,51.3,24.623429211992267,2024-05-11
15.75,74.5,63,28.21375,36.99,23.07,71.74625,2.36625,15.80625,21.580000000000002,18.216938941966127,2024-05-19
15.75,74.5,64,27.59,35.43,23.34,73.9575,3.3674999999999997,19.92625,15.149999999999999,21.001664992531243,2024-05-27
15.75,74.5,65,24.88625,31.48,21.2,85.8525,3.0875,12.405000000000001,157.42,9.715698274506565,2024-06-04
15.75,74.5,66,24.1725,28.63,20.81,86.29875,3.19375,16.3075,62.63,12.754468340332123,2024-06-12
15.75,74.5,67,23.8025,27.91,20.48,88.33875,4.79,13.64,128.38,9.535111019970786,2024-06-20
15.75,74.5,68,24.40375,28.09,20.84,89.77250000000001,5.195,12.03875,89.79,8.186297350622493,2024-06-28
15.75,74.5,69,23.40375,26.63,19.24,92.58,4.4675,11.1775,219.6,7.412847429756092,2024-07-06
15.75,74.5,70,23.665,26.45,22.22,94.47375,5.79875,8.3325,347.97,4.257953121871309,2024-07-14
15.75,74.5,71,23.395,26.05,21.8,94.41125,5.95875,9.2175,325.48,4.771993614942192,2024-07-22
15.75,74.5,72,23.47,26.54,21.69,94.08125,4.50625,10.6825,167.05,6.097935347700288,2024-07-30
15.75,74.5,73,23.94125,28.53,21.11,91.12125,2.6262499999999998,15.31625,45.87,11.922397641273784,2024-08-07
15.75,74.5,74,24.82625,30.12,21.66,90.45625,2.13625,14.272499999999999,46.18,11.001687878343517,2024-08-15
15.75,74.5,75,23.5675,27.04,22.01,93.63875,4.53875,12.3925,176.11,7.148745387640167,2024-08-23
15.75,74.5,76,23.32875,27.14,21.39,92.9925,3.8275,12.56,56.22,8.107210836853287,2024-08-31
15.75,74.5,77,23.0575,26.8,19.98,91.71625,3.2199999999999998,16.78625,30.14,11.621268152475333,2024-09-08
15.75,74.5,78,23.2025,28.15,18.74,89.4475,2.0525,17.7075,48.71,14.662838733108043,2024-09-16
15.75,74.5,79,23.61625,29.76,20.17,90.54375,2.4625,14.76125,180.54,11.861472872171378,2024-09-24
15.75,74.5,80,24.06625,29.5,19.96,88.91875,1.7037499999999999,16.74875,161.79,13.930364440027159,2024-10-02
15.75,74.5,81,23.99375,28.26,20.73,90.9525,1.82875,13.39625,113.53,10.390769461438154,2024-10-10
15.75,74.5,82,23.24625,28.53,19.02,87.71125,1.6075,15.23375,43.96,12.22939274901925,2024-10-18
15.75,74.5,83,23.085,28.31,17.25,85.855,1.4,16.64125,23.2,15.207121203470837,2024-10-26
15.75,74.5,84,21.935,27.69,16.01,83.01125,2.15875,18.46375,0.13,16.724526659623276,2024-11-03
15.75,74.5,85,21.85625,28.09,14.84,83.4275,2.5275,16.2625,2.51,14.389513939831794,2024-11-11
15.75,74.5,86,18.91,25.85,13.29,79.86500000000001,2.24,17.24,0.0,16.31513703727632,2024-11-19
15.75,74.5,87,21.1375,28.06,11.52,82.97874999999999,2.6525,13.56375,2.17,12.466686825330854,2024-11-27
15.75,74.5,88,22.61625,28.33,15.22,84.005,1.78125,14.655000000000001,6.66,13.0873861574394,2024-12-05
15.75,74.5,89,20.03625,28.84,11.4,71.93125,2.19625,16.55875,0.0,16.87033233251207,2024-12-13
15.75,74.5,90,22.23875,30.04,16.26,79.225,1.625,15.00875,0.0,15.020557293287421,2024-12-21
15.75,74.5,91,22.016666666666666,30.05,15.64,64.90666666666667,2.473333333333333,18.603333333333335,0.0,7.596922662116199,2024-12-29
15.75,74.75,0,22.56125,31.61,14.59,57.86,2.1525,16.92875,0.0,19.6580869716384,2023-01-01
15.75,74.75,1,21.90875,33.49,10.97,36.16375,1.47,20.21875,0.0,26.668999346849315,2023-01-09
15.75,74.75,2,22.635,33.37,12.38,43.49625,1.8775,20.25875,0.0,26.407471400536757,2023-01-17
15.75,74.75,3,24.28125,33.38,14.72,44.8675,2.27875,18.88,0.03,23.85767604474547,2023-01-25
15.75,74.75,4,25.20625,35.63,15.97,32.11,2.135,19.81125,0.0,26.60992893193901,2023-02-02
15.75,74.75,5,24.94875,36.43,14.1,18.0475,2.48375,23.70875,0.0,34.4530964280236,2023-02-10
15.75,74.75,6,26.262500000000003,36.99,15.45,24.23125,2.11,23.545,0.0,33.749168206454456,2023-02-18
15.75,74.75,7,26.3875,36.31,16.48,27.085,3.1,22.99,0.0,32.03810723598504,2023-02-26
15.75,74.75,8,27.16125,36.03,18.19,28.6025,2.89625,22.89125,0.0,31.094804713070868,2023-03-06
15.75,74.75,9,26.849999999999998,36.19,15.53,41.19375,2.195,22.52125,0.1,29.550480261284825,2023-03-14
15.75,74.75,10,27.7675,39.04,17.5,40.5325,2.41875,25.830000000000002,0.0,38.8517665951515,2023-03-22
15.75,74.75,11,28.11625,39.39,17.43,43.04125,2.5975,26.4225,2.78,40.264593283166676,2023-03-30
15.75,74.75,12,29.7325,38.41,21.95,35.25125,2.1775,23.07,5.930000000000001,30.65240857981968,2023-04-07
15.75,74.75,13,30.267500000000002,40.83,21.54,40.3675,2.1262499999999998,23.896250000000002,6.760000000000001,34.495345575602386,2023-04-15
15.75,74.75,14,29.5175,38.97,19.34,46.90625,1.84125,24.5425,6.09,33.91598891810668,2023-04-23
15.75,74.75,15,29.025,37.83,20.76,49.17125,2.50375,23.98625,6.61,30.82342667339817,2023-05-01
15.75,74.75,16,29.36875,38.68,21.45,58.78375,2.7,22.25625,12.98,29.023849995089467,2023-05-09
15.75,74.75,17,31.12875,40.31,21.76,47.0425,2.68375,25.57625,12.76,37.61520725797967,2023-05-17
15.75,74.75,18,29.545,38.67,22.22,55.6875,3.225,22.31625,11.64,29.54676900476288,2023-05-25
15.75,74.75,19,29.295,38.53,22.51,59.39625,3.7325,24.22875,5.1,30.797024142322748,2023-06-02
15.75,74.75,20,27.815,35.38,22.7,67.5825,5.00625,21.06625,6.83,24.3348030705358,2023-06-10
15.75,74.75,21,27.47625,36.38,22.41,66.55625,4.5125,17.535,10.05,19.672911040745706,2023-06-18
15.75,74.75,22,25.2,31.97,21.02,76.4075,5.35625,13.435,41.71,12.534557216310416,2023-06-26
15.75,74.75,23,24.63125,31.11,20.68,80.81875,5.665,10.64125,39.839999999999996,9.105238525726868,2023-07-04
15.75,74.75,24,24.86,30.64,21.19,81.20875,5.4175,11.219999999999999,67.9,9.487963033368697,2023-07-12
15.75,74.75,25,23.71625,28.05,21.24,86.55375,6.23,6.97625,149.54,5.014139239964727,2023-07-20
15.75,74.75,26,24.34125,29.49,21.17,83.62375,5.88125,13.765,17.25,11.907807667398739,2023-07-28
15.75,74.75,27,24.555,30.16,20.79,81.90875,4.14375,16.15625,13.17,15.05282047967768,2023-08-05
15.75,74.75,28,24.01625,30.44,19.92,82.42625,3.8525,16.26875,8.870000000000001,14.718335399099114,2023-08-13
15.75,74.75,29,24.646250000000002,30.47,19.85,80.16,3.59625,18.2925,12.1,17.77338334833393,2023-08-21
15.75,74.75,30,24.24875,31.31,20.41,82.3375,3.1,17.36625,60.28,15.435323041619402,2023-08-29
15.75,74.75,31,24.31125,30.37,20.62,82.84875,4.03125,17.34875,10.4,15.265947220043264,2023-09-06
15.75,74.75,32,24.7475,30.25,20.37,82.29125,3.79,15.780000000000001,22.83,14.84482813047189,2023-09-14
15.75,74.75,33,24.29625,30.68,19.84,83.75875,2.84,14.1675,42.96,12.913517936691507,2023-09-22
15.75,74.75,34,24.3925,31.55,19.7,81.70625,3.065,13.45,23.14,13.11455571351145,2023-09-30
15.75,74.75,35,25.9425,32.67,19.71,70.87625,1.61625,18.08625,0.29,20.137708624681938,2023-10-08
15.75,74.75,36,25.615000000000002,33.52,18.05,64.465,2.06125,18.3475,0.2,21.248293542438688,2023-10-16
15.75,74.75,37,24.9625,33.49,16.22,58.89,2.08625,18.72,3.6900000000000004,22.774577680610015,2023-10-24
15.75,74.75,38,25.24625,33.25,20.4,71.35125000000001,2.02375,13.8275,20.14,13.874484745350612,2023-11-01
15.75,74.75,39,23.8375,31.37,16.41,69.81125,2.14875,15.8825,10.16,17.132097029193293,2023-11-09
15.75,74.75,40,24.76125,32.82,16.41,66.03,2.06,16.2825,0.62,19.056293123088132,2023-11-17
15.75,74.75,41,25.45875,33.08,18.35,65.07875,2.2825,15.723749999999999,5.84,17.769587629193875,2023-11-25
15.75,74.75,42,25.06,33.1,17.05,61.2775,2.1237500000000002,15.1225,0.01,17.608667647012176,2023-12-03
15.75,74.75,43,23.60875,32.9,15.08,54.00875,2.43125,15.815,0.0,18.546714693401,2023-12-11
15.75,74.75,44,23.15125,33.51,15.19,43.24625,2.725,16.71125,0.0,20.38935577568258,2023-12-19
15.75,74.75,45,23.4175,33.55,15.0,47.70125,2.57375,18.025,0.23,22.638377481928842,2023-12-27
15.75,74.75,46,24.1075,33.71,16.33,53.0325,2.70625,13.9925,2.13,16.583287062416737,2024-01-04
15.75,74.75,47,24.085,33.75,14.64,46.7175,1.82375,18.22625,0.0,23.420127672174885,2024-01-12
15.75,74.75,48,24.1325,35.29,13.59,45.91375,1.99875,19.8075,0.0,25.934123416979475,2024-01-20
15.75,74.75,49,24.48125,34.74,14.47,44.56875,2.00875,20.52375,0.0,26.87691185413783,2024-01-28
15.75,74.75,50,26.7575,36.18,18.03,34.11,1.90875,21.13625,0.0,29.29106493496012,2024-02-05
15.75,74.75,51,26.2275,35.79,15.47,31.9475,2.18125,22.71875,0.0,31.691207841332332,2024-02-13
15.75,74.75,52,26.53,36.84,14.92,38.7625,2.4325,23.36875,0.0,33.2411110493363,2024-02-21
15.75,74.75,53,27.83875,37.63,17.75,37.175,2.5549999999999997,23.4675,0.0,33.35804509613897,2024-02-29
15.75,74.75,54,28.958750000000002,38.49,18.15,31.8825,2.14625,22.81625,0.0,33.12513674801471,2024-03-08
15.75,74.75,55,29.39,38.57,19.51,33.03875,2.48,22.72375,0.45999999999999996,32.68752916494549,2024-03-16
15.75,74.75,56,31.63875,40.66,23.12,34.37875,1.78125,22.21375,0.1,33.21468481910834,2024-03-24
15.75,74.75,57,32.1225,41.97,22.29,30.7625,2.2424999999999997,23.72875,0.0,36.38622748689228,2024-04-01
15.75,74.75,58,32.31625,41.57,23.47,36.47125,1.94,23.45875,6.06,33.95747459523121,2024-04-09
15.75,74.75,59,30.09375,39.5,22.23,55.225,1.80125,18.31125,26.790000000000003,23.363172679302668,2024-04-17
15.75,74.75,60,31.54125,41.88,22.33,47.35375,2.3525,24.52,1.03,37.66551014699945,2024-04-25
15.75,74.75,61,31.29125,42.07,20.69,45.805,2.9612499999999997,25.8875,4.37,41.56858820394395,2024-05-03
15.75,74.75,62,29.1375,39.79,23.29,63.08,1.8075,20.95,50.63,23.954155965644063,2024-05-11
15.75,74.75,63,28.96875,37.24,23.15,67.615,2.885,15.80625,15.82,19.09776555498717,2024-05-19
15.75,74.75,64,28.60625,38.13,23.75,67.44875,4.045,19.92625,9.850000000000001,23.52343545808798,2024-05-27
15.75,74.75,65,25.4675,32.89,21.16,81.29124999999999,3.51,12.405000000000001,89.36,10.783055269694152,2024-06-04
15.75,74.75,66,25.02875,31.02,20.96,79.33500000000001,4.1000000000000005,16.3075,36.18,14.985462557045883,2024-06-12
15.75,74.75,67,24.5825,30.21,20.82,80.8,5.5675,13.64,43.62,11.628955554831846,2024-06-20
15.75,74.75,68,25.134999999999998,29.95,20.75,81.9675,5.9225,12.03875,34.17,10.197682682948692,2024-06-28
15.75,74.75,69,24.11125,29.53,19.09,85.33,5.08625,11.1775,70.67999999999999,9.193312719836625,2024-07-06
15.75,74.75,70,24.3825,28.75,22.19,87.34125,6.5575,8.3325,118.56,5.837710852468234,2024-07-14
15.75,74.75,71,24.07625,28.66,21.67,87.78999999999999,6.89125,9.2175,137.95000000000002,6.462219484971531,2024-07-22
15.75,74.75,72,24.14125,28.78,21.62,88.61,5.1125,10.6825,59.76,7.919342420532807,2024-07-30
15.75,74.75,73,24.69625,30.06,21.34,86.11875,3.04875,15.31625,18.009999999999998,13.190444782908342,2024-08-07
15.75,74.75,74,25.58625,31.42,21.78,85.76375,2.225,14.272499999999999,38.68,12.22818170172999,2024-08-15
15.75,74.75,75,24.095,28.75,21.84,88.4975,4.915,12.3925,70.1,9.079167692697824,2024-08-23
15.75,74.75,76,23.884999999999998,29.11,21.41,88.25375,4.45,12.56,29.47,9.792995637705744,2024-08-31
15.75,74.75,77,23.71125,28.54,20.2,86.4875,3.795,16.78625,11.42,13.690674601852713,2024-09-08
15.75,74.75,78,23.89875,29.9,18.91,84.245,2.44125,17.7075,47.48,16.17303941540242,2024-09-16
15.75,74.75,79,24.19625,30.64,20.45,86.7925,2.76375,14.76125,131.97,12.868969329949655,2024-09-24
15.75,74.75,80,24.60125,31.18,20.16,85.25625,2.01625,16.74875,69.22,14.706973219628338,2024-10-02
15.75,74.75,81,24.21375,28.96,20.75,88.8375,2.29625,13.39625,93.19,10.845182867526118,2024-10-10
15.75,74.75,82,23.82,29.1,18.88,84.82875,1.65375,15.23375,37.19,13.152073455192879,2024-10-18
15.75,74.75,83,23.27,28.84,17.15,83.62625,1.605,16.64125,11.75,15.846650539795775,2024-10-26
15.75,74.75,84,22.275,28.25,15.79,81.53125,2.0925,18.46375,0.03,17.212008409987774,2024-11-03
15.75,74.75,85,22.08125,28.8,14.21,81.54125,2.37,16.2625,1.31,15.312787983840071,2024-11-11
15.75,74.75,86,19.2425,26.57,12.84,78.29875,2.05625,17.24,0.0,17.231809819547873,2024-11-19
15.75,74.75,87,21.68125,29.39,11.19,80.495,2.73,13.56375,2.35,13.191629467198819,2024-11-27
15.75,74.75,88,23.39125,29.73,15.72,81.08125,1.76125,14.655000000000001,7.569999999999999,13.79765719267947,2024-12-05
15.75,74.75,89,20.63,30.2,10.79,69.3175,2.0175,16.55875,0.0,17.789755854772753,2024-12-13
15.75,74.75,90,23.0,30.53,16.51,75.02875,1.88125,15.00875,0.01,15.79679086207026,2024-12-21
15.75,74.75,91,22.27,30.72,15.27,63.54666666666666,2.5233333333333334,18.603333333333335,0.0,7.8563318012430585,2024-12-29
15.75,75.0,0,22.56125,31.61,14.59,57.86,2.1525,16.85125,0.0,19.57820882842338,2023-01-01
15.75,75.0,1,21.90875,33.49,10.97,36.16375,1.47,20.35875,0.0,26.853496504826943,2023-01-09
15.75,75.0,2,22.635,33.37,12.38,43.49625,1.8775,19.9675,0.0,26.039232325634302,2023-01-17
15.75,75.0,3,24.28125,33.38,14.72,44.8675,2.27875,19.00125,0.03,24.016441614633887,2023-01-25
15.75,75.0,4,25.20625,35.63,15.97,32.11,2.135,19.92875,0.0,26.76724960363382,2023-02-02
15.75,75.0,5,24.94875,36.43,14.1,18.0475,2.48375,23.82375,0.0,34.621597839368995,2023-02-10
15.75,75.0,6,26.262500000000003,36.99,15.45,24.23125,2.11,23.7,0.0,33.97037260525238,2023-02-18
15.75,75.0,7,26.3875,36.31,16.48,27.085,3.1,23.055,0.0,32.12897665521889,2023-02-26
15.75,75.0,8,27.16125,36.03,18.19,28.6025,2.89625,23.27,0.0,31.615849812991318,2023-03-06
15.75,75.0,9,26.849999999999998,36.19,15.53,41.19375,2.195,22.10875,0.1,29.067171800816453,2023-03-14
15.75,75.0,10,27.7675,39.04,17.5,40.5325,2.41875,25.59375,0.0,38.5003669195547,2023-03-22
15.75,75.0,11,28.11625,39.39,17.43,43.04125,2.5975,26.18,2.78,39.89477278294838,2023-03-30
15.75,75.0,12,29.7325,38.41,21.95,35.25125,2.1775,23.4825,5.930000000000001,31.254066404581113,2023-04-07
15.75,75.0,13,30.267500000000002,40.83,21.54,40.3675,2.1262499999999998,23.66375,6.760000000000001,34.312098035059684,2023-04-15
15.75,75.0,14,29.5175,38.97,19.34,46.90625,1.84125,23.58375,6.09,32.68315866964409,2023-04-23
15.75,75.0,15,29.025,37.83,20.76,49.17125,2.50375,22.75,6.61,29.283522369834113,2023-05-01
15.75,75.0,16,29.36875,38.68,21.45,58.78375,2.7,23.04625,12.98,30.01375666152371,2023-05-09
15.75,75.0,17,31.12875,40.31,21.76,47.0425,2.68375,24.60125,12.76,36.18759660638253,2023-05-17
15.75,75.0,18,29.545,38.67,22.22,55.6875,3.225,21.95375,11.64,29.143540069698478,2023-05-25
